"name","category","license","license_url","icon_url","title","slug","description","downloads","rating","created_at","url","json_url","download_url","status_detail","downloads_shortened","games_detail","latest_release_version","latest_release_version_formatted","latest_release_at","latest_release_at_atom","author","author_icon_url","author_id","tags_all","created_at_atom","updated_at_atom","watchers","watchers_shortened","badges"
"TimedPermissions","1",,,,"Timed Permissions","timed-permissions","Allows you to grant permissions or groups for a specific time","1037","0.00","2018-08-02 22:17:50","https://umod.org/plugins/timed-permissions","https://umod.org/plugins/timed-permissions.json","https://umod.org/plugins/TimedPermissions.cs","@{value=1; message=; text=Published; icon=check; class=success}","1.0K","System.Object[]","1.3.2","v1.3.2","2018-08-02 22:18:23","2018-08-02T22:18:23+00:00","LaserHydra","https://assets.umod.org/images/icons/user/5b5bc6885b278.png","0D25jdKzjG","universal,permissions,restrictions,rewards,administration,groups","2018-08-02T22:17:50Z","2019-02-12T19:28:30Z","38","38",""
"TwitchAuth","1",,,,"Twitch Auth","twitch-auth","Only allow Twitch channel followers to join your server","257","0.00","2018-07-25 02:35:23","https://umod.org/plugins/twitch-auth","https://umod.org/plugins/twitch-auth.json","https://umod.org/plugins/TwitchAuth.cs","@{value=1; message=; text=Published; icon=check; class=success}","257","System.Object[]","0.1.4","v0.1.4","2018-08-01 20:43:38","2018-08-01T20:43:38+00:00","Wulf","https://assets.umod.org/images/icons/user/5c2d88ae4ea06.jpg","eL15d45mQo","universal,auth,restrictions","2018-07-25T02:35:23Z","2019-02-12T13:49:45Z","2","2",""
"UFilter","1",,,"https://assets.umod.org/images/icons/plugin/5b61d2b4e9a9c.png","UFilter","ufilter","Prevents advertising and/or profanity and optionally punishes player","432","0.00","2018-07-25 02:35:23","https://umod.org/plugins/ufilter","https://umod.org/plugins/ufilter.json","https://umod.org/plugins/UFilter.cs","@{value=1; message=; text=Published; icon=check; class=success}","432","System.Object[]","5.0.5","v5.0.5","2018-08-01 15:29:52","2018-08-01T15:29:52+00:00","Wulf","https://assets.umod.org/images/icons/user/5c2d88ae4ea06.jpg","eL15d45mQo","universal,chat,moderation","2018-07-25T02:35:23Z","2019-02-12T13:49:49Z","14","14",""
"UpdateChecker","1",,,,"Update Checker","update-checker","Checks for and notifies of any outdated plugins","2320","0.00","2018-07-25 02:35:23","https://umod.org/plugins/update-checker","https://umod.org/plugins/update-checker.json","https://umod.org/plugins/UpdateChecker.cs","@{value=1; message=; text=Published; icon=check; class=success}","2.3K","System.Object[]","2.3.1","v2.3.1","2018-08-07 15:48:35","2018-08-07T15:48:35+00:00","LaserHydra","https://assets.umod.org/images/icons/user/5b5bc6885b278.png","0D25jdKzjG","universal,administration,maintenance","2018-07-25T02:35:23Z","2019-02-12T18:59:45Z","129","129",""
"VoteKick","1",,,,"Vote Kick","vote-kick","Lets players with permission call votes to kick others","229","0.00","2018-08-05 12:23:44","https://umod.org/plugins/vote-kick","https://umod.org/plugins/vote-kick.json","https://umod.org/plugins/VoteKick.cs","@{value=1; message=; text=Published; icon=check; class=success}","229","System.Object[]","1.0.2","v1.0.2","2018-08-05 12:24:12","2018-08-05T12:24:12+00:00","Jacob","","GDdKxV5VER","universal,moderation,voting,admin","2018-08-05T12:23:44Z","2019-02-12T13:51:30Z","1","1",""
"VPNBlock","1",,,"https://assets.umod.org/images/icons/plugin/5b91367eb7d2e.png","VPN Block","vpn-block","Automatically kicks players using a VPN","543","0.00","2018-07-25 02:35:23","https://umod.org/plugins/vpn-block","https://umod.org/plugins/vpn-block.json","https://umod.org/plugins/VPNBlock.cs","@{value=1; message=; text=Published; icon=check; class=success}","543","System.Object[]","0.0.53","v0.0.53","2018-10-01 03:17:38","2018-10-01T03:17:38+00:00","Calytic","https://assets.umod.org/images/icons/user/5c2d465a03b5a.png","QNMy3b5AzV","universal,moderation,restrictions","2018-07-25T02:35:23Z","2019-02-12T13:51:41Z","13","13",""
"WelcomeMessages","1",,,,"Welcome Messages","welcome-messages","Sends players welcome messages once they connect to the server","1004","0.00","2018-08-05 12:18:12","https://umod.org/plugins/welcome-messages","https://umod.org/plugins/welcome-messages.json","https://umod.org/plugins/WelcomeMessages.cs","@{value=1; message=; text=Published; icon=check; class=success}","1.0K","System.Object[]","1.0.5","v1.0.5","2018-08-05 12:18:39","2018-08-05T12:18:39+00:00","Ankawi","","AbRgARe5B4","universal,informational","2018-08-05T12:18:12Z","2019-02-12T19:05:07Z","44","44",""
"WelcomeTP","1",,,"https://assets.umod.org/images/icons/plugin/5b57e1ec841e4.png","Welcome TP","welcome-tp","Teleports new players to a configured position at random","328","0.00","2018-07-25 02:35:24","https://umod.org/plugins/welcome-tp","https://umod.org/plugins/welcome-tp.json","https://umod.org/plugins/WelcomeTP.cs","@{value=1; message=; text=Published; icon=check; class=success}","328","System.Object[]","1.1.1","v1.1.1","2018-08-01 20:43:38","2018-08-01T20:43:38+00:00","Ryan","https://assets.umod.org/images/icons/user/5b5a14078d6b0.png","oXVgqegRaQ","universal,teleportation","2018-07-25T02:35:24Z","2019-02-12T18:25:11Z","3","3",""
"Whisper","1",,,"https://assets.umod.org/images/icons/plugin/5b57e1ecad5b3.png","Whisper","whisper","Message in-game players from the server console or RCON","304","0.00","2018-07-25 02:35:24","https://umod.org/plugins/whisper","https://umod.org/plugins/whisper.json","https://umod.org/plugins/Whisper.cs","@{value=1; message=; text=Published; icon=check; class=success}","304","System.Object[]","1.1.1","v1.1.1","2018-08-01 20:43:38","2018-08-01T20:43:38+00:00","Ryan","https://assets.umod.org/images/icons/user/5b5a14078d6b0.png","oXVgqegRaQ","universal,chat,administration,messaging","2018-07-25T02:35:24Z","2019-02-12T09:32:44Z","3","3",""
"Whitelist","1","mit",,"https://assets.umod.org/images/icons/plugin/5c50db1cc184c.png","Whitelist","whitelist","Restricts server access to whitelisted players with permission","1046","0.00","2018-08-02 23:46:25","https://umod.org/plugins/whitelist","https://umod.org/plugins/whitelist.json","https://umod.org/plugins/Whitelist.cs","@{value=1; message=; text=Published; icon=check; class=success}","1.0K","System.Object[]","3.3.0","v3.3.0","2018-08-02 23:46:53","2018-08-02T23:46:53+00:00","Wulf","https://assets.umod.org/images/icons/user/5c2d88ae4ea06.jpg","eL15d45mQo","universal,restrictions,whitelist,access","2018-08-02T23:46:25Z","2019-02-12T18:05:38Z","22","22",""
"WipeTimer","1",,,,"Wipe Timer","wipe-timer","Allows players to check when the next wipe is","394","0.00","2018-07-25 02:35:25","https://umod.org/plugins/wipe-timer","https://umod.org/plugins/wipe-timer.json","https://umod.org/plugins/WipeTimer.cs","@{value=1; message=; text=Published; icon=check; class=success}","394","System.Object[]","1.0.1","v1.0.1","2018-08-01 20:43:38","2018-08-01T20:43:38+00:00","531devv","","lDaKBR0KEX","universal,information","2018-07-25T02:35:25Z","2019-02-12T13:52:57Z","9","9",""
